"id";"y";"x1";"x2";"ciudad";"sexo";"gEtario";"estado";"candidato";"estrato"
360;332,114989170805;455,38525756264;2002,93527036161;4;"1";"1";1;2;3
361;984,225635812618;220,111897181959;3545,06634577291;4;"2";"1";1;1;2
362;1918,22225190699;336,279313271735;7116,58012006067;4;"2";"2";0;1;1
363;375,125703820959;496,517167815269;4638,4760877898;4;"1";"2";1;2;3
364;1995,76181489974;452,301560447917;5193,20581264691;4;"2";"3";1;2;3
365;1787,31910465285;341,656638791953;6815,86076871989;4;"1";"3";1;1;2
366;1578,85686473455;437,508141975811;6112,78319536206;4;"2";"2";1;2;3
367;495,472623733804;373,305032519586;4149,15828317467;4;"1";"3";1;1;2
368;598,891499452293;344,211584110315;197,015359124875;4;"1";"2";1;1;2
369;423,784141801298;382,368898024171;2958,61581990975;4;"2";"1";1;NA;2
370;1145,22656586487;457,039215760615;4897,47221172144;4;"2";"3";1;2;3
371;1180,29553988017;327,671984199428;3245,92333588968;4;"2";"1";1;NA;2
372;1756,69525628909;369,568657528028;5511,96212413452;4;"1";"1";1;NA;2
373;265,519953658804;421,040005624514;1724,88198910831;4;"2";"3";1;2;3
374;978,439434827305;232,342237031503;4253,39995252305;4;"2";"1";1;1;2
375;1129,89743493963;374,148082806945;2852,51446567675;4;"2";"2";1;1;2
376;1860,84556945134;443,885480623787;7621,43034521979;4;"1";"3";1;2;3
377;182,721227151342;288,94380794639;3767,68946657048;4;"1";"2";0;1;1
378;1657,09143399727;505,602582128911;6424,744739864;4;"1";"3";1;2;3
379;1845,62403419986;376,570816905467;8199,88155282832;4;"1";"3";1;1;2
380;1118,44026453327;273,854294210947;4130,24976239125;4;"2";"2";1;1;2
381;1315,08421362378;464,455000237277;2367,16682171609;4;"2";"3";1;2;3
382;1656,79620006122;449,618512008347;7338,18210035276;4;"1";"3";1;2;3
383;128,637984208763;375,96266136799;29,454503048727;4;"1";"2";1;NA;2
384;1930,98061857745;179,035197705933;5691,70416779172;4;"1";"3";0;1;1
385;227,700804476626;516,489369757548;1796,96682441588;4;"2";"2";1;NA;3
386;464,779744460247;426,076374529604;2499,19465999715;4;"1";"2";0;1;1
387;256,069728941657;258,711343261893;3250,41942723485;4;"2";"2";1;NA;2
388;748,460814845748;417,069115678902;277,029174440064;4;"2";"1";1;2;3
389;443,406179128215;266,658948932737;2116,49829728115;4;"1";"2";1;NA;2
390;422,917483048514;499,005103499507;2626,17711979396;4;"1";"3";1;2;3
391;996,477749710903;359,166795655079;4221,59924798134;4;"2";"3";1;1;2
392;1263,94920831081;469,289190331058;6709,28618413949;4;"2";"3";1;2;3
393;728,935947222635;536,456518939429;2192,08609683122;4;"1";"1";1;2;3
394;1060,96922678407;273,264968209264;5043,30052165563;4;"2";"2";1;1;2
395;1054,51024461072;438,157088888394;5037,09877534739;4;"1";"3";1;2;3
396;1479,267732054;558,672765448661;5349,06650562511;4;"2";"3";0;1;1
397;884,498087852262;416,24404206556;1524,80649980827;4;"2";"2";1;2;3
398;1064,25694369245;416,447601001534;3841,98781380203;4;"1";"3";1;2;3
399;538,304646778852;395,363497800455;2869,09632048673;4;"1";"2";1;1;2
400;385,214820900001;487,660399954376;3320,71608831761;4;"1";"1";1;2;3
401;369,647817895748;419,562189313219;225,79800621126;4;"2";"3";1;2;3
402;1766,13290773239;355,878587264623;6405,88539517649;4;"1";"3";1;NA;2
403;1919,49090196285;396,950407375673;4467,12487002737;4;"1";"1";1;1;2
404;1056,33350512944;538,323709028194;5760,60283237845;4;"1";"3";1;2;3
405;1367,28466476779;497,975886337022;4964,76519068621;4;"1";"3";1;2;3
406;640,886783110909;507,981462660584;2351,52716989534;4;"2";"3";1;2;3
407;691,859121527523;548,802318297115;1443,97073469175;4;"2";"1";1;2;3
408;618,919329438359;445,850480121421;1539,15878924464;4;"2";"1";1;2;3
409;1054,84880241565;475,289489167033;6807,52183859067;4;"2";"1";1;2;3
410;1840,81922762562;443,580059406133;5701,81651403817;4;"1";"3";1;2;3
411;1264,69134290237;363,857588816369;7784,19793144827;4;"2";"2";0;1;1
412;914,862598618492;388,134773551269;3526,63893002683;4;"1";"2";1;1;2
413;1420,08709667716;346,841622027821;5697,95101427713;4;"1";"2";1;1;2
414;1554,48780604638;404,336915835577;6124,07879996629;4;"1";"3";1;2;3
415;1090,74803453404;614,259054016945;2611,08657575885;4;"1";"3";1;2;3
416;514,037672174163;371,007354554288;4113,45121127485;4;"2";"3";1;1;2
417;625,004456448369;586,048865460774;1942,91108331044;4;"2";"2";1;2;3
418;571,330067864619;555,061767393992;710,111770219631;4;"2";"3";1;2;3
419;783,349041524343;396,333824375641;3430,57495308101;4;"1";"3";1;1;2
420;791,541989287362;335,574324192301;1098,31142365603;4;"2";"3";0;1;1
421;1167,56564290263;351,124539453828;4993,28411988478;4;"2";"3";1;1;2
422;557,456976198591;485,392445606358;5200,05182450358;4;"2";"2";1;2;3
423;1819,65154423378;588,281725786185;4186,47068572705;4;"2";"2";1;2;3
424;1971,70402857009;429,970740651798;5945,85587585393;4;"2";"1";1;2;3
425;1471,49362666532;349,367186761419;4363,66825125208;4;"2";"1";1;1;2
426;1222,38448120188;399,23309145158;5867,96826362523;4;"1";"1";1;NA;2
427;162,107693706639;438,214631043379;-223,91124059291;4;"2";"3";0;1;1
428;825,390133890323;342,047289855979;4823,42440811005;4;"2";"2";1;1;2
429;718,753540539183;394,622800811864;2037,37930457035;4;"2";"2";1;1;2
430;1681,58990468364;514,018641692004;5245,96689453759;4;"2";"3";1;2;3
431;896,591025218368;270,273309212422;3188,98178490503;4;"2";"2";1;NA;2
432;910,432336432859;360,642553996796;1925,78832529072;4;"2";"2";1;1;2
433;986,686757509597;293,763797059459;4032,95432522465;4;"2";"3";1;NA;2
434;782,013773289509;408,767225022375;4439,15115796376;4;"1";"2";1;2;3
435;1899,05279094819;400,453555379912;6887,84689326289;4;"2";"1";1;2;3
436;1267,39892899059;314,574263652981;6160,09993979964;4;"1";"3";1;1;2
437;1017,53823468462;437,314258167863;4162,46103138347;4;"2";"2";1;2;3
438;1403,26764925849;536,591986920985;1926,53432789628;4;"1";"2";1;2;3
439;867,572513013147;276,602560311694;2217,65866332805;4;"1";"3";1;NA;2
440;1088,88681486715;332,466872135271;3528,16720834674;4;"2";"1";1;NA;2
441;1153,60359251499;391,81445550107;3899,57396219159;4;"2";"2";1;NA;2
442;329,389910562895;421,157691310173;3659,66291725805;4;"1";"3";1;2;3
443;903,638195688836;289,56557315818;4452,66129084502;4;"2";"2";1;1;2
444;1647,34503484797;223,302137239447;5614,75298413586;4;"2";"2";0;NA;1
445;392,030901834369;502,113654574344;1814,74851192646;4;"1";"1";0;NA;1
446;256,950005423278;353,322157494236;2439,8854118979;4;"2";"1";1;1;2
447;1591,50812544394;138,4752622544;3735,35284296834;4;"1";"3";1;1;2
448;1497,71879068576;464,759381176118;6192,53579982473;4;"2";"2";1;2;3
449;1532,9593640985;262,270889979577;2531,49352703176;4;"2";"1";1;1;2
450;1745,9568270715;392,568537571779;4787,12344937546;4;"1";"1";1;1;2
451;1796,39895041473;419,991889515637;6412,73145577335;4;"1";"1";1;2;3
452;1074,35381344985;390,419459329206;3537,8861103463;4;"2";"1";1;NA;2
453;135,218215174973;489,064773230565;-993,321589361841;4;"1";"1";1;2;3
454;1113,82333377842;293,117601128816;5410,91452235824;4;"2";"2";1;NA;2
455;783,212885912508;347,891748113854;4746,04418423193;4;"2";"2";1;NA;2
456;1649,56498786341;645,251568035704;3698,98965717549;4;"1";"3";1;2;3
457;470,093197957613;551,999055187782;-929,314937880466;4;"2";"3";1;2;3
458;1804,95446384884;506,648724319228;8542,8822509418;4;"1";"3";1;2;3
459;977,758304192685;514,90562678758;6196,80702595208;4;"1";"2";1;2;3
460;1497,7662127465;400,139823557504;9230,49132501593;4;"2";"3";1;2;3
461;971,374669647776;655,196813986133;5541,32202777736;4;"1";"2";1;2;3
462;147,780138044618;477,937745492462;220,023909418121;4;"2";"2";0;1;1
463;1492,00650048442;279,336754382788;6173,19371437985;4;"2";"2";1;1;2
464;128,733909945004;332,203450557801;1639,01527653229;4;"1";"3";1;1;2
465;160,932696890086;263,671078012561;1125,21718298741;4;"1";"3";1;NA;2
466;1694,35010855086;279,37405630527;5829,60398471073;4;"2";"2";1;1;2
467;602,588836476207;278,204350716679;4328,35664412487;4;"2";"3";1;NA;2
468;1693,60886137001;394,083875263831;6678,45371081214;4;"1";"1";1;1;2
469;812,809127708897;323,522918164444;2074,49135885448;4;"2";"3";1;1;2
470;160,589339723811;424,657838830181;3660,32581717259;4;"1";"1";1;NA;3
471;207,07904191222;371,684752995916;218,872714404253;4;"1";"2";0;NA;1
472;175,401411019266;427,358560551538;2726,24148767604;4;"1";"2";1;2;3
473;1103,22363039013;473,355368164771;4470,98006258642;4;"2";"2";1;2;3
474;452,775307954289;400,590490085201;4056,19076414671;4;"2";"3";1;2;3
475;152,8232002398;218,04441770604;10,6242336836458;4;"2";"3";1;NA;2
476;1206,17954491172;423,745627452471;6653,26306156261;4;"1";"2";1;2;3
477;1534,35074978042;442,804107239628;6022,13493525523;4;"1";"3";1;2;3
478;896,690123691224;355,798531695613;2457,56230487725;4;"2";"1";1;1;2
479;717,142672883347;287,654054663977;20,2106202732048;4;"2";"2";1;NA;2
480;1402,33612281736;496,973235013964;4455,0828083647;4;"2";"1";1;2;3
481;1030,29412447941;213,504131340088;5043,44355580332;4;"1";"3";1;1;2
482;1048,94922741223;393,476400335151;1245,44314235672;4;"2";"1";1;1;2
483;1543,95502121188;474,245797339458;6726,80441498857;4;"1";"2";1;2;3
484;662,250239215791;495,812121129228;3298,43501440705;4;"1";"1";1;2;3
485;1840,94156688079;382,46646584681;5222,48529863608;4;"2";"2";1;1;2
486;977,537340251729;637,580368915125;2440,88685858116;4;"1";"3";1;2;3
487;725,397058133967;543,296651149741;2516,98205057242;4;"2";"1";0;1;1
488;1466,25749822706;440,067251824382;3296,19586680835;4;"1";"3";1;2;3
489;877,993777836673;366,530204116593;3287,07842598265;4;"1";"1";1;NA;2
490;1958,17804189865;642,056410802749;7092,28147442471;4;"2";"2";1;2;3
491;1930,04170884378;350,050569203826;7252,90205255152;4;"1";"1";1;1;2
492;1631,77912274841;586,892400473105;5130,755242443;4;"1";"1";0;1;1
493;1773,78125207033;522,534042007569;5224,47095402842;4;"2";"1";1;2;3
494;1535,62815980986;248,821524318768;5718,61750073317;4;"2";"3";1;NA;2
495;1087,05502883531;399,728833445768;3730,09536864934;4;"1";"1";1;NA;2
496;489,577261940576;235,593825322266;563,728362854244;4;"2";"3";1;NA;2
497;1756,67335723992;477,992833269856;4919,76626666066;4;"1";"2";1;2;3
498;766,662688460201;303,519482362339;1899,78809215019;4;"2";"2";0;1;1
499;1681,5619353205;495,495619950739;4547,18000036829;4;"2";"2";1;NA;3
500;938,460062979721;417,132770675486;2611,56329400834;4;"1";"3";0;NA;1
501;260,650490410626;279,476449099865;773,75626533745;5;"1";"1";1;1;2
502;177,238256530836;333,871967287782;4647,82928146525;5;"2";"3";1;1;2
503;1923,67283292115;513,543430630637;8873,52300800435;5;"1";"3";1;2;3
504;746,214208984748;279,168326422526;4676,18819004607;5;"2";"2";1;1;2
505;507,368457713164;251,763487563415;3285,95226676579;5;"1";"2";1;1;2
506;402,218780294061;344,91627028199;5411,04103855742;5;"1";"2";1;1;2
507;460,673766746186;428,971434678278;3537,71533964381;5;"1";"3";1;2;3
508;182,992862863466;332,121656726752;1632,636225255;5;"2";"2";1;1;2
509;554,397138045169;293,302365724956;2585,63301549082;5;"1";"1";1;1;2
510;902,886302676052;239,5576674258;3738,20569212251;5;"1";"2";1;1;2
511;225,036557740532;410,591357949037;1894,46582149845;5;"2";"2";1;2;3
512;533,467687270604;406,287895825921;1887,44908777584;5;"2";"1";1;2;3
513;462,827090080827;358,262950061166;-922,060717477612;5;"1";"2";1;1;2
514;1086,61733495537;296,640472480965;5601,68005468609;5;"1";"3";1;1;2
515;338,539105304517;437,915608791263;3548,70567904571;5;"1";"3";1;2;3
516;781,108488282189;326,527419795079;899,298271166797;5;"1";"2";1;1;2
517;1326,60265651066;302,905319964066;4160,95400637958;5;"1";"2";1;1;2
518;1640,66216195934;430,548724362922;5551,85117760815;5;"2";"1";1;NA;3
519;1367,64596966095;331,570374358739;2425,91626142364;5;"1";"1";1;1;2
520;648,259340017103;494,263616521929;5048,74020052974;5;"1";"2";1;2;3
521;1782,51201363746;391,377688196254;6366,33705781503;5;"2";"2";1;NA;2
522;777,907257643528;260,525902455117;3892,78095635562;5;"2";"2";1;NA;2
523;961,273227911443;374,541323539429;3865,02674071119;5;"1";"1";1;NA;2
524;226,061329990625;392,515485276256;1895,22471477904;5;"1";"2";1;1;2
525;1886,70002229046;336,814460176617;6512,97874613436;5;"1";"1";1;1;2
526;321,484241005965;275,373860955158;-939,59886678217;5;"1";"2";1;NA;2
527;715,05101043731;382,300558768636;2878,71767777701;5;"1";"1";1;1;2
528;124,283443461172;405,449995801937;-172,620867147391;5;"1";"2";1;2;3
529;1692,05920868553;471,878462211881;3288,16330800825;5;"2";"2";1;NA;3
530;239,814803912304;488,858384155757;2332,68635179703;5;"1";"1";1;2;3
531;253,633809532039;249,552295660631;1621,17249339025;5;"2";"1";1;1;2
532;1484,25741468091;269,410422003052;3961,26687513969;5;"1";"1";0;NA;1
533;729,142745328136;527,790887620503;3003,71428873116;5;"2";"3";1;2;3
534;1574,33996233158;193,392318111111;4295,57265314019;5;"1";"1";1;1;2
535;921,702090208419;293,928958958027;2610,00381485465;5;"1";"2";0;1;1
536;1833,40273548383;313,719764052331;6582,91006200908;5;"2";"1";1;NA;2
537;125,058255647309;371,029898746033;3377,24370356421;5;"1";"3";1;1;2
538;527,192414156161;512,085743410866;-107,288753592939;5;"2";"3";1;2;3
539;1404,98302213382;375,840092803425;5658,23178281383;5;"1";"1";1;1;2
540;871,654476225376;211,798793202242;4472,51589479527;5;"2";"3";1;1;2
541;219,384867162444;266,379689246737;1552,77088702841;5;"2";"1";1;NA;2
542;123,442840343341;523,711237963657;101,49573172552;5;"1";"2";1;2;3
543;1147,60100664571;466,91832232916;6209,39425680303;5;"2";"2";1;2;3
544;1220,3476103954;292,296323732966;5437,01929697489;5;"1";"2";1;NA;2
545;1666,60439369734;530,931315286053;5648,51464712489;5;"2";"1";1;2;3
546;1362,27068894077;309,506375722162;5152,73929971641;5;"1";"2";1;NA;2
547;1434,04152533039;275,436834037271;7929,12528939115;5;"1";"3";1;NA;2
548;769,969144952483;441,421684008838;4802,91413845943;5;"1";"3";1;2;3
549;316,720890137367;572,529901567019;4552,32456372325;5;"1";"1";1;2;3
550;853,798739681952;332,826258474328;3045,58982682816;5;"2";"3";1;NA;2
551;386,660180264153;448,032340755754;2036,92087130675;5;"2";"1";1;2;3
552;830,829923972487;387,292305545877;3485,56959167858;5;"1";"3";1;1;2
553;719,667308148928;515,536106352743;5752,09933835884;5;"2";"3";1;2;3
554;1803,00339937676;497,61132324267;5905,23340895171;5;"1";"2";1;2;3
555;1691,92207497545;281,325742815574;6265,15694830013;5;"1";"2";1;NA;2
556;1556,885636691;625,830675328636;4137,43393969131;5;"1";"2";1;2;3
557;1656,0342522338;464,673430114637;5701,00075975163;5;"1";"3";1;2;3
558;1225,40189616848;422,22262370256;3245,26938881009;5;"2";"3";1;2;3
559;182,176928524859;459,993771224375;-702,177269598467;5;"1";"3";1;2;3
560;1979,88905068487;312,690282361971;7643,79193375986;5;"2";"1";1;1;2
561;1219,04541081749;456,212333264112;2309,09500555459;5;"2";"1";1;2;3
562;649,172008759342;366,715879210518;1910,57871627419;5;"1";"2";1;1;2
563;712,987736728974;220,191043240483;3118,91101905504;5;"2";"2";0;NA;1
564;375,18880199641;492,424040281194;3136,00813947102;5;"1";"3";1;2;3
565;553,320015198551;373,091473523556;2947,79407033723;5;"1";"1";1;1;2
566;1040,46530537307;533,293216340108;4802,33962171156;5;"1";"1";1;2;3
567;174,557035742328;424,000099669667;1997,22595495161;5;"2";"2";1;2;3
568;1334,59293267224;417,232638082179;4770,98539160038;5;"2";"1";1;2;3
569;845,033861021511;252,283354392965;3251,94202654154;5;"2";"1";1;1;2
570;774,44356312044;346,849791489806;6311,01594643118;5;"1";"3";1;1;2
571;1148,98945095483;372,065957949073;4323,72530991719;5;"2";"3";0;1;1
572;1998,38400827721;381,200969616307;7938,30466797723;5;"2";"2";1;NA;2
573;1646,2619244121;622,764472678931;6205,90303123104;5;"2";"3";1;2;3
574;1584,18113880325;409,435859293975;5947,60696427814;5;"1";"3";1;NA;3
575;1501,54253728688;458,767087419481;6166,63236293576;5;"1";"1";1;2;3
576;1293,66120987106;323,094822954161;5464,6175434393;5;"1";"1";1;1;2
577;277,342715160921;464,327054127428;818,223473525338;5;"2";"3";1;2;3
578;1440,7625462627;359,99968739482;6033,43150955811;5;"1";"1";1;1;2
579;1330,20577360876;430,964324696661;2448,42493034539;5;"2";"2";1;NA;3
580;1496,07848098967;568,60266320877;5351,81869094573;5;"2";"1";1;2;3
581;1663,48198512569;282,62669669656;6540,2234391618;5;"1";"3";1;NA;2
582;887,497270200402;576,916092522041;1586,650287985;5;"2";"2";1;2;3
583;1298,66802846082;286,897040645786;7128,86643931301;5;"2";"1";1;NA;2
584;531,671626819298;587,548392946999;1754,79915013844;5;"2";"2";1;2;3
585;1002,39034744445;487,404623142503;4339,13759567443;5;"1";"3";1;2;3
586;589,408553787507;344,382563365215;4140,67198485139;5;"2";"1";1;1;2
587;783,148997207172;518,037754912052;3930,24642884373;5;"2";"2";1;2;3
588;346,821589092724;418,514530260073;2578,95383363727;5;"2";"3";1;2;3
589;1028,70010037441;216,633673738653;2394,53280737066;5;"2";"2";1;1;2
590;482,928814482875;350,129251408964;5524,30749427558;5;"2";"2";1;1;2
591;924,861181667075;365,419730406126;6154,17137264152;5;"1";"3";1;1;2
592;1260,46680251602;431,4315442298;5430,36870818027;5;"2";"2";1;2;3
593;1167,23606935702;413,74117629381;6546,97784330766;5;"2";"1";1;2;3
594;1118,9330663532;331,081015279637;2817,92023958061;5;"1";"2";1;NA;2
595;1026,48523205426;500,454200982366;733,901079729738;5;"1";"3";1;2;3
596;1462,64398170169;285,740799925176;4132,06624444585;5;"1";"2";1;NA;2
597;132,94763462618;387,628365846251;-1211,04068275998;5;"1";"3";1;NA;2
598;593,469466431998;402,775280525992;3624,38597893226;5;"1";"2";1;NA;3
599;643,645941209979;354,412832267204;2889,17355774941;5;"2";"3";1;NA;2
600;1957,95677315909;449,499762330003;7527,38267582812;5;"1";"3";1;2;3
601;1733,61341913696;480,986354870992;8145,21558216914;5;"2";"1";1;2;3
602;1447,53618233372;472,351068356773;6761,7038791633;5;"1";"1";1;2;3
603;274,872321658768;409,323543617398;3347,61446053753;5;"2";"3";1;2;3
604;1740,12134117074;428,620453025665;6012,04731322622;5;"1";"1";1;2;3
605;1773,76828640699;423,953267568738;4836,83751401207;5;"2";"3";1;2;3
606;754,300318425521;377,607761389011;6545,46341720284;5;"2";"1";1;NA;2
607;1858,13399709295;290,553792824297;7990,87264728715;5;"1";"1";1;1;2
608;855,602992977947;233,095915157008;3100,77278782034;5;"2";"3";1;1;2
609;164,667228190228;445,572118842656;987,859651493443;5;"1";"3";1;2;3
610;1517,23582998384;407,073294926724;3600,20166558223;5;"2";"1";1;2;3
611;615,384999942034;325,65299879053;3664,06655732442;5;"1";"2";1;1;2
612;1464,80350806378;351,320596294316;4738,36900783944;5;"2";"3";1;1;2
613;577,541527035646;388,826539296246;2463,88240450637;5;"2";"1";1;1;2
614;1446,88314138912;498,16492097773;6462,41841251317;5;"1";"1";1;2;3
615;520,369930239394;410,105119769977;5069,34685930371;5;"2";"1";1;2;3
616;1703,03079688456;346,424828215999;6296,69741142766;5;"2";"2";1;NA;2
617;1276,76521863323;499,140934164092;3866,98354237263;5;"2";"2";1;2;3
618;1414,90360063035;317,493782761857;4522,84609737998;5;"2";"1";1;NA;2
619;1429,45625691209;392,937956805169;3795,06956002025;5;"1";"2";1;1;2
620;1944,90203564055;512,792645211296;6019,00691461846;5;"1";"3";1;2;3
621;942,611189372838;509,481887427421;3065,85572618194;5;"2";"1";1;2;3
622;1413,57648808043;261,331679570675;6820,65571814897;5;"2";"3";1;1;2
623;148,366613453254;451,626260755113;1651,61747559986;5;"2";"3";0;2;1
624;950,363366515376;386,002740171759;4398,28325433101;5;"2";"2";1;2;2
625;1274,43245120812;389,490567264255;5911,12187534227;5;"1";"2";1;NA;2
626;1484,20068586711;435,62555770079;5196,69510937945;5;"2";"2";1;2;3
627;1397,4636018509;363,809580022575;3826,43566249152;5;"2";"2";1;NA;2
628;164,138321229257;495,65931263719;-1356,76985610007;5;"2";"2";1;2;3
629;1158,50362675264;261,103965679504;4117,52730319978;5;"1";"3";1;2;2
630;1565,96288746223;432,857306450135;6908,8608993175;5;"1";"2";1;2;3
631;1288,01727639511;425,328761091455;4609,12706377155;5;"2";"2";0;2;1
632;1591,88339798711;278,150176516406;5170,51697771714;5;"2";"1";1;2;2
633;1503,07425374631;301,264809544878;5759,00546190132;5;"1";"3";1;2;2
634;1038,28431393486;458,369181062404;6593,31981505919;5;"1";"3";1;2;3
635;1196,58455236349;421,820816587128;6366,08425492172;5;"1";"1";1;2;3
636;328,96664396394;399,315669651174;586,512225632858;5;"1";"3";1;2;2
637;1843,7245381996;429,252180025968;7391,75152786169;5;"1";"2";1;2;3
638;1515,23191060405;296,410228175591;7654,3824261398;5;"1";"2";1;2;2
639;1483,11705740634;376,939351357924;6088,3835877857;5;"2";"1";1;NA;2
640;957,975759659894;519,294861080297;4067,88318059891;5;"2";"3";1;2;3
641;1802,19772511628;332,371620551537;5385,17918959294;5;"1";"3";1;2;2
642;1176,47588395048;334,116919204314;5377,37714869151;5;"1";"3";1;2;2
643;486,447572265752;448,556927171721;-1487,07719606576;5;"2";"2";1;2;3
644;215,364319318905;429,513298600678;900,582426863172;5;"1";"1";1;NA;3
645;463,822568929754;463,658622736938;686,112664785724;5;"1";"2";1;2;3
646;1540,41251258459;524,762968066479;5544,34699283269;5;"1";"1";1;2;3
647;738,620058191009;372,454912505617;1667,25454318835;5;"1";"3";1;NA;2
648;355,085617746226;463,066414110658;2802,73074924448;5;"2";"1";1;2;3
649;1669,25124479458;512,069405314572;4018,74864869204;5;"2";"1";1;2;3
650;1575,17250266392;403,926864449968;6569,4092473733;5;"1";"2";1;2;3
651;1959,33169794735;316,741754764118;6143,04158975832;5;"2";"3";1;2;2
652;670,538300951011;288,784903263913;841,91329253814;5;"1";"1";1;2;2
653;1644,34893189464;530,665446750253;5433,47862315626;5;"2";"2";0;2;1
654;176,512221852317;416,44954987119;1855,08476473049;5;"1";"2";1;2;3
655;567,885521682911;331,646783770852;2959,73366285343;5;"1";"2";1;NA;2
656;469,654938275926;449,999229514093;1730,03004506616;5;"1";"2";1;2;3
657;745,758563838899;426,974128583375;1516,43324066486;5;"2";"2";1;2;3
658;172,293402301148;408,861167882758;3703,44243958072;5;"2";"2";1;2;3
659;1323,092661798;296,75793080551;4950,29169359581;5;"2";"3";1;2;2
660;1343,68034708314;299,245014981284;4176,26548522062;5;"1";"1";1;2;2
661;1277,85044629127;512,396629912682;2761,23009426879;5;"1";"3";1;NA;3
662;523,012518580072;490,690536424913;21,1833472266894;5;"2";"1";1;2;3
663;1542,31656994671;350,349440827809;7422,1042308735;5;"2";"2";1;2;2
664;1714,9267856963;425,980880180291;7601,82982945131;5;"2";"1";1;2;3
665;794,50526998844;433,012621741413;2645,72755460739;5;"1";"3";0;2;1
666;124,475232115947;248,55518305185;2703,81496505699;5;"1";"2";1;2;2
667;1616,10547429882;289,109418664246;2901,44833315082;5;"1";"3";1;2;2
668;1652,76563279331;372,851643466126;6940,1767260516;5;"1";"1";1;NA;2
669;555,455024074763;394,808417288501;913,796619844633;5;"1";"2";1;2;2
670;961,34653838817;284,908988605103;5383,82030853322;5;"2";"2";1;NA;2
671;364,712814986706;457,509664544348;1033,41484180174;5;"2";"2";1;2;3
672;901,623221277259;569,706687870719;4164,27310269602;5;"2";"3";1;2;3
673;728,273808769882;469,398156213489;3353,27810876841;5;"2";"2";1;2;3
674;264,645959832706;427,72296497144;1081,5808534057;5;"1";"2";1;2;3
675;1526,52948023751;380,322083387385;4311,17911403323;5;"2";"3";1;2;2
676;1495,02920894884;374,65276006182;2517,36642136861;5;"1";"2";1;2;2
677;1047,48841135297;409,088946792141;2707,44826594952;5;"1";"1";1;2;3
678;663,138588657603;497,333711351776;4007,60772996531;5;"2";"3";1;2;3
679;814,759577275254;402,070890138656;4295,43183485605;5;"2";"3";1;2;3
680;598,43722966034;373,997992619661;3609,75448252725;5;"1";"2";1;NA;2
681;1566,71642302535;502,774768205019;7468,36940431325;5;"1";"2";1;2;3
682;170,356866857037;341,222457311011;1608,93916764336;5;"1";"2";1;2;2
683;1582,55363861099;519,845273287751;5644,84972694613;5;"2";"3";1;2;3
684;714,165351097472;485,141246338077;3762,26665130278;5;"2";"3";1;2;3
685;106,314505869523;272,876411586701;953,117261695288;5;"2";"2";1;2;2
686;519,205620395951;231,862550257543;1964,80114544978;5;"2";"2";1;NA;2
687;1042,81220987905;317,389461124166;2074,28696861755;5;"2";"2";1;NA;2
688;1125,44161789119;450,751282886686;3753,20458533482;5;"1";"2";1;NA;3
689;1380,21342270076;543,550658448706;3947,58991852074;5;"2";"3";1;2;3
690;1312,6799344318;543,649768220703;4844,44454196444;5;"1";"3";0;NA;1
691;722,798025910743;395,045427758579;4654,79506703866;5;"2";"1";1;NA;2
692;1309,04519215692;399,379779396849;2474,34057445713;5;"1";"2";1;2;2
693;994,987935759127;370,56923697275;4560,27969769284;5;"2";"1";1;2;2
694;325,424976740032;417,35743134247;2223,44853747815;5;"1";"1";1;2;3
695;1405,3722136654;402,996652343381;6477,32224657223;5;"1";"1";1;2;3
696;1474,75789354648;313,131488704938;7206,72974815288;5;"2";"2";1;2;2
697;1399,98594603967;410,918289239529;7646,69096667587;5;"1";"2";1;2;3
698;1810,08804326411;104,155619839709;6513,17378207503;5;"2";"1";1;2;2
699;1291,39666380361;330,559975752798;5570,50149963346;5;"2";"1";1;2;2
700;252,928676339798;368,824130528201;1666,54184964771;5;"2";"3";1;2;2
701;849,682281143032;382,303251535258;3419,48850963868;5;"1";"3";1;NA;2
702;985,865642037243;380,434227843975;3622,75657272374;5;"1";"1";1;2;2
703;1679,72553793807;381,789932806539;5991,40613164832;5;"2";"3";1;NA;2
704;1450,86547748651;401,158810746449;2493,67402496563;5;"2";"3";1;2;3
705;1597,32827984262;461,051170799321;5010,42680817212;5;"2";"2";1;2;3
706;1207,50716575421;263,331110098166;2720,8027747518;5;"2";"3";1;2;2
707;437,216389854439;284,221164061549;2761,33169258017;5;"1";"2";1;2;2
708;973,774821008556;491,216687333205;3864,78657547937;5;"1";"1";1;2;3
709;1107,60088195093;388,381080954644;3859,56439582102;5;"2";"3";1;NA;2
710;718,980380147696;234,472050468348;-87,5125616782848;5;"2";"1";1;2;2
711;668,841338530183;250,572250858309;5889,001836098;5;"1";"2";0;2;1
712;592,598590487614;385,5224806124;6068,14415296222;5;"2";"2";1;2;2
713;925,551208970137;546,432388934175;1161,32756377022;5;"2";"2";0;2;1
714;1884,2216841178;410,881104723649;7469,85526494766;5;"1";"3";1;2;3
715;1832,90390626062;214,789293798043;6232,87215879942;5;"2";"3";1;2;2
716;324,259276059456;329,705909058077;1899,6561450649;5;"2";"1";1;NA;2
717;1914,92604045197;519,473578467559;10266,9730305753;5;"1";"1";1;2;3
718;510,764679824933;514,198216817574;5289,18699368846;5;"2";"2";1;2;3
719;1024,07096307725;349,194262607496;6089,91556682457;5;"2";"1";1;2;2
